Sample_number	ID_indiv	Year_collect	Length	Weight
702	PM_TAQ_053	2019	35	0.027
703	PM_TAQ_054	2019	34	0.022
704	PM_TAQ_055	2019	39	0.032
705	PM_TAQ_056	2019	38	0.024
706	PM_TAQ_057	2019	40	0.054
707	PM_TAQ_058	2019	37	0.027
708	PM_TAQ_059	2019	35	0.022
709	PM_TAQ_060	2019	33	0.022
710	PM_TAQ_061	2019	37	0.026
711	PM_TAQ_062	2019	38	0.037
712	PM_TAQ_063	2019	29	0.013
713	PM_TAQ_064	2019	33	0.016
714	PM_TAQ_065	2019	41	0.05
715	PM_TAQ_066	2019	36	0.028
716	PM_TAQ_067	2019	39	0.031
717	PM_TAQ_068	2019	38	0.035
718	PM_TAQ_069	2019	39	0.038
719	PM_TAQ_070	2019	38	0.029
720	PM_TAQ_071	2019	44	0.076
721	PM_TAQ_072	2019	32	0.021
722	PM_TAQ_073	2019	42	0.046
723	PM_TAQ_074	2019	41	0.067
724	PM_TAQ_075	2019	33	0.019
725	PM_TAQ_076	2019	45	0.078
726	PM_TAQ_077	2019	43	0.072
727	PM_TAQ_078	2019	38	0.046
728	PM_TAQ_079	2019	34	0.027
729	PM_TAQ_080	2019	33	0.019
730	PM_TAQ_081	2019	35	0.018
731	PM_TAQ_082	2019	38	0.03
732	PM_TAQ_083	2019	35	0.026
733	PM_TAQ_084	2019	39	0.036
734	PM_TAQ_085	2019	47	0.108
735	PM_TAQ_086	2019	43	0.098
736	PM_TAQ_087	2019	44	0.089
737	PM_TAQ_088	2019	31	0.021
738	PM_TAQ_089	2019	36	0.034
739	PM_TAQ_090	2019	35	0.028
740	PM_TAQ_091	2019	37	0.032
741	PM_TAQ_092	2019	42	0.049
742	PM_TAQ_093	2019	41	0.051
743	PM_TAQ_094	2019	39	0.032
744	PM_TAQ_095	2019	30	0.018
745	PM_TAQ_096	2019	35	0.032
746	PM_TAQ_097	2019	33	0.022
747	PM_TAQ_098	2019	42	0.061
748	PM_TAQ_099	2019	39	0.06
749	PM_TAQ_100	2019	39	0.047
750	PM_TAQ_101	2019	42	0.08
751	PM_TAQ_102	2019	33	0.02
752	PM_TAQ_103	2019	36	0.025
753	PM_TAQ_104	2019	43	0.045
754	PM_TAQ_105	2019	34	0.015
755	PM_TAQ_106	2019	37	0.034
756	PM_TAQ_107	2019	41	0.056
757	PM_TAQ_108	2019	47	0.08
758	PM_TAQ_109	2019	39	0.061
759	PM_TAQ_110	2019	35	0.024
760	PM_MAI_001	2019	35	0.036
761	PM_MAI_002	2019	35	0.035
762	PM_MAI_003	2019	33	0.035
763	PM_MAI_004	2019	25	0.006
764	PM_MAI_005	2019	34	0.046
765	PM_MAI_006	2019	27	0.009
766	PM_MAI_007	2019	33	0.027
767	PM_MAI_008	2019	31	0.026
768	PM_MAI_009	2019	32	0.033
769	PM_MAI_010	2019	29	0.011
770	PM_MAI_011	2019	33	0.028
771	PM_MAI_012	2019	32	0.03
772	PM_MAI_013	2019	36	0.061
773	PM_MAI_014	2019	27	0.011
774	PM_MAI_015	2019	29	0.016
775	PM_MAI_016	2019	29	0.013
776	PM_MAI_017	2019	28	0.012
777	PM_MAI_018	2019	33	0.026
778	PM_MAI_019	2019	30	0.019
779	PM_MAI_020	2019	32	0.024
780	PM_MAI_021	2019	31	0.017
781	PM_MAI_022	2019	25	0.008
782	PM_MAI_023	2019	30	0.016
783	PM_MAI_024	2019	26	0.003
784	PM_MAI_025	2019	26	0.008
785	PM_MAI_026	2019	33	0.029
786	PM_MAI_027	2019	28	0.012
787	PM_MAI_028	2019	33	0.025
788	PM_MAI_029	2019	28	0.007
789	PM_MAI_030	2019	28	0.018
790	PM_SWN_001	2019	48	0.087
791	PM_SWN_002	2019	48	0.083
792	PM_SWN_003	2019	48	0.103
793	PM_SWN_004	2019	43	0.058
794	PM_SWN_005	2019	44	0.06
795	PM_SWN_006	2019	51	0.165
796	PM_SWN_007	2019	43	0.059
797	PM_SWN_008	2019	51	0.119
798	PM_SWN_009	2019	53	0.14
799	PM_SWN_010	2019	47	0.084
800	PM_SWN_011	2019	45	0.102
801	PM_SWN_012	2019	44	0.072
802	PM_SWN_013	2019	43	0.064
803	PM_SWN_014	2019	42	0.046
804	PM_SWN_015	2019	52	0.14
805	PM_SWN_016	2019	53	0.18
806	PM_SWN_017	2019	45	0.091
807	PM_SWN_018	2019	40	0.049
808	PM_SWN_019	2019	54	0.167
809	PM_SWN_020	2019	47	0.104
810	PM_SWN_021	2019	49	0.085
811	PM_SWN_022	2019	53	0.136
812	PM_SWN_023	2019	44	0.082
813	PM_SWN_024	2019	51	0.132
814	PM_SWN_025	2019	49	0.104
815	PM_SWN_026	2019	49	0.099
816	PM_SWN_027	2019	52	0.157
817	PM_SWN_028	2019	50	0.126
818	PM_SWN_029	2019	51	0.134
819	PM_SWN_030	2019	45	0.079
820	PM_SWN_031	2019	44	0.096
821	PM_SWN_032	2019	52	0.16
822	PM_SWN_033	2019	48	0.1
823	PM_SWN_034	2019	54	0.176
824	PM_SWN_035	2019	49	0.105
825	PM_SWN_036	2019	49	0.098
826	PM_SWN_037	2019	48	0.103
827	PM_SWN_038	2019	46	0.108
828	PM_SWN_039	2019	51	0.112
829	PM_MAN_001	2019	30	0.021
830	PM_MAN_002	2019	31	0.021
831	PM_MAN_003	2019	38	0.042
832	PM_MAN_004	2019	46	0.076
833	PM_MAN_005	2019	35	0.034
834	PM_MAN_006	2019	46	0.083
835	PM_MAN_007	2019	39	0.05
836	PM_MAN_008	2019	36	0.03
837	PM_MAN_009	2019	35	0.035
838	PM_MAN_010	2019	38	0.05
839	PM_MAN_011	2019	33	0.026
840	PM_MAN_012	2019	44	0.063
841	PM_MAN_013	2019	45	0.083
842	PM_MAN_014	2019	43	0.059
843	PM_MAN_015	2019	41	0.062
844	PM_MAN_016	2019	48	0.085
845	PM_MAN_017	2019	43	0.066
846	PM_MAN_018	2019	30	0.018
847	PM_MAN_019	2019	33	0.023
848	PM_MAN_020	2019	39	0.043
849	PM_MAN_021	2019	37	0.047
850	PM_MAN_022	2019	45	0.111
851	PM_MAN_023	2019	39	0.054
852	PM_MAN_024	2019	34	0.04
853	PM_MAN_025	2019	41	0.074
854	PM_MAN_026	2019	29	0.018
855	PM_MAN_027	2019	41	0.05
856	PM_MAN_028	2019	37	0.038
857	PM_MAN_029	2019	36	0.037
858	PM_MAN_030	2019	33	0.024
859	PM_MAN_031	2019	43	0.077
860	PM_MAN_032	2019	30	0.024
861	PM_MAN_033	2019	29	0.01
862	PM_MAN_034	2019	57	0.135
863	PM_MAN_035	2019	51	0.086
864	PM_MAN_036	2019	50	0.126
865	PM_MAN_037	2019	51	0.075
866	PM_MAN_038	2019	50	0.064
867	PM_MAN_039	2019	52	0.08
868	PM_MAN_040	2019	50	0.081
869	PM_MAN_041	2019	56	0.13
870	PM_MAN_042	2019	53	0.088
871	PM_MAN_043	2019	48	0.074
872	PM_MAN_044	2019	50	0.128
873	PM_MAN_045	2019	55	0.119
874	PM_MAN_046	2019	42	0.045
875	PM_MAN_047	2019	52	0.097
876	PM_MAN_048	2019	50	0.087
877	PM_MAN_049	2019	43	0.067
878	PM_MAN_050	2019	47	0.092
879	PM_MAN_051	2019	54	0.126
880	PM_MAN_052	2019	47	0.08
881	PM_MAN_053	2019	50	0.081
882	PM_MAN_054	2019	51	0.112
883	PM_MAN_055	2019	54	0.108
884	PM_MAN_056	2019	55	0.154
885	PM_MAN_057	2019	55	0.154
886	PM_MAN_058	2019	48	0.062
887	PM_MAN_059	2019	58	0.155
888	PM_MAN_060	2019	43	0.064
889	PM_MAN_061	2019	53	0.115
890	PM_MAN_062	2019	53	0.083
891	PM_MAN_063	2019	44	0.058
892	PM_MAN_064	2019	48	0.08
893	PM_MAN_065	2019	58	0.159
894	PM_MAN_066	2019	49	0.088
895	PM_MAN_067	2019	53	0.1
896	PM_MAN_068	2019	52	0.109
897	PM_MAN_069	2019	48	0.078
898	PM_MAN_070	2019	50	0.097
899	PM_MAN_071	2019	55	0.137
900	PM_MAN_072	2019	48	0.074
901	PM_MAN_073	2019	49	0.073
902	PM_MAN_074	2019	46	0.055
903	PM_MAN_075	2019	40	0.033
904	PM_MAN_076	2019	50	0.093
905	PM_MAN_077	2019	54	0.125
906	PM_MAN_078	2019	47	0.075
907	PM_MAN_079	2019	58	0.175
908	PM_MAN_080	2019	54	0.097
909	PM_MAN_081	2019	43	0.061
910	PM_MAN_082	2019	56	0.133
911	PM_MAN_083	2019	58	0.147
912	PM_MAN_084	2019	51	0.091
913	PM_MAN_085	2019	44	0.067
914	PM_MAN_086	2019	51	0.102
915	PM_MAN_087	2019	58	0.157
916	PM_MAN_088	2019	57	0.139
917	PM_MAN_089	2019	54	0.134
918	PM_MAN_090	2019	53	0.134
919	PM_MAN_091	2019	54	0.078
920	PM_MAN_092	2019	52	0.094
921	PM_MAN_093	2019	56	0.1
922	PM_MAN_094	2019	45	0.064
923	PM_MAN_095	2019	53	0.122
924	PM_MAN_096	2019	48	0.075
925	PM_MAN_097	2019	50	0.102
926	PM_MAN_098	2019	58	0.158
927	PM_MAN_099	2019	51	0.132
928	PM_MAN_100	2019	55	0.111
929	PM_MAN_101	2019	57	0.132
930	PM_MAN_102	2019	56	0.121
931	PM_MAN_103	2019	42	0.046
932	PM_MAN_104	2019	45	0.057
933	PM_MAN_105	2019	54	0.138
934	PM_MAN_106	2019	43	0.064
935	PM_MAN_107	2019	49	0.079
936	PM_MAN_108	2019	41	0.061
937	PM_MAN_109	2019	53	0.116
938	PM_MAN_110	2019	50	0.095
939	PM_MAN_111	2019	53	0.134
940	PM_MAN_112	2019	49	0.089
941	PM_MAN_113	2019	54	0.109
942	PM_MAN_114	2019	50	0.105
943	PM_MAN_115	2019	50	0.128
944	PM_MAN_116	2019	47	0.106
945	PM_MAN_117	2019	53	0.099
946	PM_MAN_118	2019	58	0.133
947	PM_MAN_119	2019	48	0.074
948	PM_MAN_120	2019	55	0.154
949	PM_MAN_121	2019	56	0.16
950	PM_MAN_122	2019	50	0.113
951	PM_MAN_123	2019	54	0.145
952	PM_MAN_124	2019	54	0.128
953	PM_MAN_125	2019	53	0.128
954	PM_MAN_126	2019	54	0.125
955	PM_MAN_127	2019	52	0.12
956	PM_MAN_128	2019	49	0.102
957	PM_MAN_129	2019	48	0.095
958	PM_MAN_130	2019	55	0.155
959	PM_MAN_131	2019	52	0.144
960	PM_MAN_132	2019	50	0.118
961	PM_MAN_133	2019	45	0.071
962	PM_MAN_134	2019	55	0.136
963	PM_MAN_135	2019	45	0.087
964	PM_MAN_136	2019	50	0.111
965	PM_MAN_137	2019	51	0.141
966	PM_MAN_138	2019	58	0.183
967	PM_MAN_139	2019	53	0.15
968	PM_MAN_140	2019	53	0.124
969	PM_MAN_141	2019	38	0.093
970	PM_MAN_142	2019	46	0.082
971	PM_MAN_143	2019	53	0.147
972	PM_MAN_144	2019	50	0.09
973	PM_MAN_145	2019	49	0.109
974	PM_MAN_146	2019	50	0.121
975	PM_MAN_147	2019	53	0.139
976	PM_MAN_148	2019	50	0.125
977	PM_MAN_149	2019	48	0.108
978	PM_MAN_150	2019	53	0.15
979	PM_MAN_151	2019	55	0.179
980	PM_MAN_152	2019	49	0.111
981	PM_MAN_153	2019	46	0.086
982	PM_MAN_154	2019	58	0.166
983	PM_MAN_155	2019	53	0.16
984	PM_MAN_156	2019	54	0.161
985	PM_MAN_157	2019	45	0.078
986	PM_MAN_158	2019	54	0.149
987	PM_MAN_159	2019	43	0.065
988	PM_MAN_160	2019	47	0.084
989	PM_MAN_161	2019	55	0.178
990	PM_MAN_162	2019	55	0.184
991	PM_MAN_163	2019	46	0.097
992	PM_MAN_164	2019	54	0.151
993	PM_MAN_165	2019	50	0.124
994	PM_MAN_166	2019	49	0.066
995	PM_MAN_167	2019	46	0.086
996	PM_MAN_168	2019	51	0.107
997	PM_MAN_169	2019	46	0.059
998	PM_MAN_170	2019	41	0.044
999	PM_MAN_171	2019	54	0.133
1000	PM_MAN_172	2019	50	0.088
1001	PM_MAN_173	2019	52	0.129
1002	PM_MAN_174	2019	56	0.161
1003	PM_MAN_175	2019	54	0.16
1004	PM_MAN_176	2019	48	0.082
1005	PM_MAN_177	2019	50	0.094
1006	PM_MAN_178	2019	54	0.137
1007	PM_MAN_179	2019	43	0.049
1008	PM_MAN_180	2019	53	0.125
1009	PM_MAN_181	2019	49	0.096
1010	PM_MAN_182	2019	53	0.152
1011	PM_MAN_183	2019	52	0.129
1012	PM_MAN_184	2019	47	0.063
1013	PM_MAN_185	2019	53	0.154
1014	PM_MAN_186	2019	46	0.067
1015	PM_MAN_187	2019	52	0.127
1016	PM_MAN_188	2019	48	0.087
1017	PM_MAN_189	2019	55	0.153
1018	PM_MAN_190	2019	54	0.119
1019	PM_MAN_191	2019	58	0.138
1020	PM_MAN_192	2019	43	0.056
1021	PM_MAN_193	2019	57	0.176
1022	PM_MAN_194	2019	56	0.128
1023	PM_MAN_195	2019	50	0.147
1024	PM_MAN_196	2019	48	0.076
1025	PM_MAN_197	2019	42	0.069
1026	PM_MAN_198	2019	52	0.145
1027	PM_MAN_199	2019	50	0.11
1028	PM_MAN_200	2019	50	0.105
1029	PM_MAN_201	2019	58	0.121
1030	PM_CHE_058	2019	21	0.009
1031	PM_CHE_059	2019	23	0.01
1032	PM_CHE_060	2019	21	0.01
1033	PM_CHE_061	2019	21	0.011
1034	PM_CHE_062	2019	18	0.007
1035	PM_CHE_063	2019	18	0.006
1036	PM_CHE_064	2019	18	0.008
1037	PM_CHE_065	2019	25	0.014
1038	PM_CHE_066	2019	21	0.007
1039	PM_CHE_067	2019	23	0.007
1040	PM_CHE_068	2019	22	0.011
1041	PM_CHE_069	2019	19	0.005
1042	PM_CHE_070	2019	22	0.01
1043	PM_CHE_071	2019	24	0.013
1044	PM_CHE_072	2019	22	0.008
1045	PM_CHE_073	2019	21	0.006
1046	PM_CHE_074	2019	18	0.003
1047	PM_CHE_075	2019	24	0.008
1048	PM_CHE_076	2019	18	0.006
1049	PM_CHE_077	2019	20	0.01
1050	PM_CHE_078	2019	17	0.007
1051	PM_CHE_079	2019	16	0.004
1052	PM_CHE_080	2019	24	0.011
1053	PM_CHE_081	2019	20	0.004
1054	PM_CHE_082	2019	25	0.013
1055	PM_CHE_083	2019	18	0.005
1056	PM_CHE_084	2019	23	0.011
1057	PM_CHE_085	2019	15	0.002
1058	PM_CHE_086	2019	20	0.007
1059	PM_CHE_087	2019	19	0.008
1060	PM_CHE_088	2019	25	0.009
1061	PM_CHE_089	2019	25	0.01
1062	PM_CHE_090	2019	25	0.01
1063	PM_CHE_091	2019	16	0.002
1064	PM_CHE_092	2019	16	0.003
1065	PM_CHE_093	2019	18	0.002
1066	PM_CHE_094	2019	22	0.008
1067	PM_CHE_095	2019	19	0.007
1068	PM_CHE_096	2019	18	0.006
1069	PM_CHE_097	2019	23	0.006
1070	PM_CHE_098	2019	15	0.002
1071	PM_CHE_099	2019	16	0.003
1072	PM_CHE_100	2019	18	0.007
1073	PM_CHE_101	2019	16	0.004
1074	PM_CHE_102	2019	15	0.002
1075	PM_CHE_103	2019	15	0.003
1076	PM_CHE_104	2019	21	0.008
1077	PM_CHE_105	2019	19	0.006
1078	PM_CHE_106	2019	22	0.01
1079	PM_CHE_107	2019	18	0.005
1080	PM_CHE_108	2019	20	0.011
1081	PM_BEI_001	2019	44	0.11
1082	PM_BEI_002	2019	34	0.038
1083	PM_BEI_003	2019	40	0.06
1084	PM_BEI_004	2019	34	0.039
1085	PM_BEI_005	2019	30	0.025
1086	PM_BEI_006	2019	38	0.051
1087	PM_BEI_007	2019	38	0.038
1088	PM_BEI_008	2019	40	0.062
1089	PM_BEI_009	2019	51	0.082
1090	PM_BEI_010	2019	40	0.066
1091	PM_BEI_011	2019	40	0.057
1092	PM_BEI_012	2019	34	0.035
1093	PM_BEI_013	2019	28	0.017
1094	PM_BEI_014	2019	32	0.022
1095	PM_BEI_015	2019	35	0.042
1096	PM_BEI_016	2019	38	0.046
1097	PM_BEI_017	2019	42	0.077
1098	PM_BEI_018	2019	37	0.039
1099	PM_BEI_019	2019	42	0.064
1100	PM_BEI_020	2019	38	0.053
1101	PM_BEI_021	2019	45	0.085
1102	PM_BEI_022	2019	39	0.055
1103	PM_BEI_023	2019	36	0.046
1104	PM_BEI_024	2019	41	0.07
1105	PM_BEI_025	2019	40	0.056
1106	PM_BEI_026	2019	37	0.028
1107	PM_BEI_027	2019	38	0.049
1108	PM_BEI_028	2019	36	0.053
1109	PM_BEI_029	2019	40	0.062
1110	PM_BEI_030	2019	31	0.03
1111	PM_BEI_031	2019	38	0.04
1112	PM_BEI_032	2019	35	0.033
1113	PM_BEI_033	2019	43	0.083
1114	PM_BEI_034	2019	39	0.061
1115	PM_BEI_035	2019	35	0.045
1116	PM_BEI_036	2019	35	0.035
1117	PM_BEI_037	2019	28	0.021
1118	PM_BEI_038	2019	42	0.082
1119	PM_BEI_039	2019	51	0.138
1120	PM_BEI_040	2019	34	0.033
1121	PM_BEI_041	2019	39	0.049
1122	PM_BEI_042	2019	41	0.077
1123	PM_BEI_043	2019	39	0.061
1124	PM_BEI_044	2019	30	0.026
1125	PM_BEI_045	2019	48	0.121
1126	PM_BEI_046	2019	41	0.071
1127	PM_BEI_047	2019	42	0.095
1128	PM_BEI_048	2019	39	0.049
1129	PM_BEI_049	2019	40	0.055
1130	PM_BEI_050	2019	39	0.046
1131	PM_BEI_051	2019	49	0.142
1132	PM_BEI_052	2019	36	0.038
1133	PM_BEI_053	2019	30	0.035
1134	PM_BEI_054	2019	39	0.062
1135	PM_BEI_055	2019	33	0.039
1136	PM_BEI_056	2019	38	0.053
1137	PM_BEI_057	2019	34	0.047
1138	PM_BEI_058	2019	32	0.033
1139	PM_BEI_059	2019	48	0.121
1140	PM_BEI_060	2019	33	0.03
1141	PM_BEI_061	2019	43	0.08
1142	PM_BEI_062	2019	42	0.071
1143	PM_BEI_063	2019	33	0.033
1144	PM_BEI_064	2019	37	0.041
1145	PM_BEI_065	2019	38	0.049
1146	PM_BEI_066	2019	31	0.022
1147	PM_BEI_067	2019	38	0.046
1148	PM_BEI_068	2019	33	0.033
1149	PM_BEI_069	2019	43	0.075
1150	PM_BEI_070	2019	33	0.039
1151	PM_BEI_071	2019	43	0.088
1152	PM_BEI_072	2019	32	0.025
1153	PM_BEI_073	2019	40	0.066
1154	PM_BEI_074	2019	28	0.015
1155	PM_BEI_075	2019	32	0.029
1156	PM_BEI_076	2019	34	0.035
1157	PM_BEI_077	2019	30	0.018
1158	PM_BEI_078	2019	40	0.052
1159	PM_BEI_079	2019	34	0.033
1160	PM_BEI_080	2019	39	0.07
1161	PM_MUS_001	2019	70	0.38
1162	PM_MUS_002	2019	66	0.263
1163	PM_MUS_003	2019	55	0.138
1164	PM_MUS_004	2019	63	0.161
1165	PM_MUS_005	2019	65	0.269
1166	PM_MUS_006	2019	55	0.15
1167	PM_MUS_007	2019	64	0.251
1168	PM_MUS_008	2019	68	0.36
1169	PM_MUS_009	2019	64	0.278
1170	PM_MUS_010	2019	63	0.252
1171	PM_MUS_011	2019	59	0.124
1172	PM_MUS_012	2019	59	0.192
1173	PM_MUS_013	2019	66	0.231
1174	PM_MUS_014	2019	71	0.378
1175	PM_MUS_015	2019	55	0.154
1176	PM_MUS_016	2019	67	0.314
1177	PM_MUS_017	2019	69	0.397
1178	PM_MUS_018	2019	70	0.358
1179	PM_MUS_019	2019	68	0.319
1180	PM_MUS_020	2019	62	0.197
1181	PM_MUS_021	2019	58	0.165
1182	PM_MUS_022	2019	63	0.279
1183	PM_MUS_023	2019	71	0.366
1184	PM_MUS_024	2019	61	0.196
1185	PM_MUS_025	2019	67	0.326
1186	PM_MUS_026	2019	68	0.345
1187	PM_MUS_027	2019	66	0.335
1188	PM_MUS_028	2019	62	0.24
1189	PM_MUS_029	2019	60	0.223
1190	PM_MUS_030	2019	60	0.254
1191	PM_MUS_031	2019	68	0.438
1192	PM_MUS_032	2019	68	0.318
1193	PM_MUS_033	2019	71	0.427
1194	PM_MUS_034	2019	70	0.405
1195	PM_MUS_035	2019	64	0.269
1196	PM_MUS_036	2019	64	0.25
1197	PM_MUS_037	2019	66	0.329
1198	PM_MUS_038	2019	56	0.172
1199	PM_MUS_039	2019	54	0.154
1200	PM_MUS_040	2019	69	0.376
1201	PM_MUS_041	2019	60	0.264
1202	PM_MUS_042	2019	60	0.17
1203	PM_MUS_043	2019	55	0.223
1204	PM_MUS_044	2019	70	0.405
1205	PM_MUS_045	2019	61	0.247
1206	PM_MUS_046	2019	63	0.207
1207	PM_MUS_047	2019	66	0.245
1208	PM_MUS_048	2019	66	0.281
1209	PM_MUS_049	2019	61	0.21
1210	PM_MUS_050	2019	71	0.463
1211	PM_MUS_051	2019	59	0.215
1212	PM_MUS_052	2019	63	0.293
1213	PM_MUS_053	2019	68	0.258
1214	PM_FOR_001	2019	44	0.046
1215	PM_FOR_002	2019	53	0.12
1216	PM_FOR_003	2019	50	0.101
1217	PM_FOR_004	2019	55	0.194
1218	PM_FOR_005	2019	52	0.111
1219	PM_FOR_006	2019	60	0.224
1220	PM_FOR_007	2019	49	0.084
1221	PM_FOR_008	2019	53	0.14
1222	PM_FOR_009	2019	51	0.108
1223	PM_FOR_010	2019	54	0.15
1224	PM_FOR_011	2019	47	0.107
1225	PM_FOR_012	2019	46	0.098
1226	PM_FOR_013	2019	51	0.129
1227	PM_FOR_014	2019	55	0.174
1228	PM_FOR_015	2019	44	0.073
1229	PM_FOR_016	2019	50	0.085
1230	PM_FOR_017	2019	52	0.103
1231	PM_FOR_018	2019	52	0.105
1232	PM_FOR_019	2019	50	0.079
1233	PM_FOR_020	2019	54	0.101
1234	PM_FOR_021	2019	58	0.178
1235	PM_FOR_022	2019	49	0.089
1236	PM_FOR_023	2019	42	0.039
1237	PM_FOR_024	2019	48	0.083
1238	PM_FOR_025	2019	51	0.086
1239	PM_FOR_026	2019	50	0.099
1240	PM_FOR_027	2019	60	0.203
1241	PM_FOR_028	2019	55	0.134
1242	PM_FOR_029	2019	54	0.109
1243	PM_FOR_030	2019	51	0.123
1244	PM_FOR_031	2019	50	0.077
1245	PM_FOR_032	2019	49	0.081
1246	PM_FOR_033	2019	47	0.063
1247	PM_FOR_034	2019	49	0.092
1248	PM_FOR_035	2019	46	0.072
1249	PM_FOR_036	2019	48	0.08
1250	PM_FOR_037	2019	51	0.109
1251	PM_FOR_038	2019	58	0.15
1252	PM_FOR_039	2019	57	0.16
1253	PM_FOR_040	2019	51	0.096
1254	PM_FOR_041	2019	51	0.08
1255	PM_FOR_042	2019	54	0.147
1256	PM_FOR_043	2019	44	0.057
1257	PM_FOR_044	2019	45	0.065
1258	PM_FOR_045	2019	50	0.106
1259	PM_FOR_046	2019	43	0.077
1260	PM_FOR_047	2019	50	0.126
1261	PM_FOR_048	2019	57	0.225
1262	PM_FOR_049	2019	45	0.092
1263	PM_FOR_050	2019	57	0.2
1264	PM_FOR_051	2019	57	0.202
1265	PM_FOR_052	2019	61	0.119
1266	PM_FOR_053	2019	46	0.097
1267	PM_FOR_054	2019	46	0.101
1268	PM_FOR_055	2019	60	0.168
1269	PM_FOR_056	2019	41	0.039
1270	PM_FOR_057	2019	51	0.109
1271	PM_FOR_058	2019	50	0.103
1272	PM_FOR_059	2019	55	0.116
1273	PM_FOR_060	2019	49	0.124
1274	PM_FOR_061	2019	39	0.032
1275	PM_FOR_062	2019	47	0.076
1276	PM_FOR_063	2019	43	0.052
1277	PM_FOR_064	2019	49	0.113
1278	PM_FOR_065	2019	48	0.075
1279	PM_FOR_066	2019	46	0.12
1280	PM_FOR_067	2019	44	0.061
1281	PM_FOR_068	2019	48	0.067
1282	PM_FOR_069	2019	41	0.062
1283	PM_FOR_070	2019	60	0.162
1284	PM_FOR_071	2019	55	0.152
1285	PM_FOR_072	2019	50	0.088
1286	PM_FOR_073	2019	47	0.083
1287	PM_FOR_074	2019	36	0.026
1288	PM_FOR_075	2019	47	0.076
1289	PM_FOR_076	2019	38	0.049
1290	PM_FOR_077	2019	40	0.043
1291	PM_FOR_078	2019	49	0.087
1292	PM_FOR_079	2019	40	0.047
1293	PM_FOR_080	2019	40	0.062
1294	PM_FOR_081	2019	58	0.214
1295	PM_FOR_082	2019	39	0.045
1296	PM_FOR_083	2019	46	0.072
1297	PM_FOR_084	2019	47	0.081
1298	PM_FOR_085	2019	39	0.042
1299	PM_FOR_086	2019	56	0.159
1300	PM_FOR_087	2019	44	0.09
1301	PM_FOR_088	2019	56	0.142
1302	PM_FOR_089	2019	44	0.053
1303	PM_FOR_090	2019	51	0.122
1304	PM_FOR_091	2019	36	0.029
1305	PM_FOR_092	2019	48	0.083
1306	PM_FOR_093	2019	40	0.047
1307	PM_FOR_094	2019	41	0.038
1308	PM_FOR_095	2019	41	0.059
1309	PM_FOR_096	2019	58	0.183
1310	PM_FOR_097	2019	43	0.061
1311	PM_FOR_098	2019	46	0.085
1312	PM_FOR_099	2019	53	0.13
1313	PM_FOR_100	2019	41	0.051
1314	PM_FOR_101	2019	42	0.064
1315	PM_FOR_102	2019	43	0.057
1316	PM_FOR_103	2019	55	0.163
1317	PM_FOR_104	2019	48	0.098
1318	PM_FOR_105	2019	40	0.05
1319	PM_FOR_106	2019	45	0.073
1320	PM_FOR_107	2019	41	0.049
1321	PM_FOR_108	2019	36	0.036
1322	PM_FOR_109	2019	34	0.035
1323	PM_FOR_110	2019	57	0.162
1324	PM_FOR_111	2019	43	0.065
1325	PM_FOR_112	2019	43	0.06
1326	PM_FOR_113	2019	40	0.049
1327	PM_FOR_114	2019	38	0.04
1328	PM_FOR_115	2019	51	0.092
1329	PM_FOR_116	2019	61	0.185
1330	PM_FOR_117	2019	50	0.115
1331	PM_FOR_118	2019	37	0.044
1332	PM_FOR_119	2019	43	0.068
1333	PM_FOR_120	2019	46	0.075
1334	PM_FOR_121	2019	43	0.078
1335	PM_FOR_122	2019	41	0.063
1336	PM_EAG_001	2019	55	0.198
1337	PM_EAG_002	2019	46	0.112
1338	PM_EAG_003	2019	52	0.183
1339	PM_EAG_004	2019	44	0.069
1340	PM_EAG_005	2019	48	0.098
1341	PM_EAG_006	2019	51	0.124
1342	PM_EAG_007	2019	36	0.053
1343	PM_EAG_008	2019	40	0.06
1344	PM_EAG_009	2019	35	0.048
1345	PM_EAG_010	2019	34	0.028
1346	PM_EAG_011	2019	37	0.051
1347	PM_EAG_012	2019	40	0.078
1348	PM_EAG_013	2019	36	0.047
1349	PM_EAG_014	2019	37	0.051
1350	PM_EAG_015	2019	39	0.062
1351	PM_EAG_016	2019	40	0.07
1352	PM_EAG_017	2019	47	0.118
1353	PM_EAG_018	2019	36	0.036
1354	PM_EAG_019	2019	43	0.078
1355	PM_EAG_020	2019	48	0.148
1356	PM_EAG_021	2019	37	0.047
1357	PM_GRN_001	2019	69	0.3
1358	PM_GRN_002	2019	69	0.439
1359	PM_GRN_003	2019	82	0.803
1360	PM_GRN_004	2019	84	0.81
1361	PM_GRN_005	2019	82	0.788
1362	PM_GRN_006	2019	85	0.822
1363	PM_GRN_007	2019	82	0.75
1364	PM_GRN_008	2019	65	0.43
1365	PM_GRN_009	2019	80	0.796
1366	PM_GRN_010	2019	80	0.707
1367	PM_GRN_011	2019	74	0.614
1368	PM_GRN_012	2019	99	1.439
1369	PM_GRN_013	2019	69	0.512
1370	PM_BRL_001	2019	55	0.289
1371	PM_BRL_002	2019	55	0.215
1372	PM_BRL_003	2019	58	0.272
1373	PM_BRL_004	2019	50	0.186
1374	PM_BRL_005	2019	45	0.108
1375	PM_BRL_006	2019	58	0.316
1376	PM_BRL_007	2019	53	0.207
1377	PM_BRL_008	2019	55	0.217
